timestamp,job_duration,avg_duration,duration_ratio,failures_last_hour,time_since_last_success,dockerfile_modified,workflow_modified,suspicious_keywords_found,vulnerabilities_total,critical_vulns,new_vulnerabilities,secrets_detected,secret_file_count,aws_keys_found,status,anomaly
2025-04-05 23:44:05.350150,440.75,46.83,9.41,3,112.09,0,0,0,13,0,10,3,3,0,failure,1
2025-04-01 11:36:05.350184,56.19,146.03,0.38,0,86.25,0,0,0,22,0,3,2,2,0,success,1
2025-04-06 03:19:05.350205,293.09,337.5,0.87,3,28.55,0,0,0,16,0,0,0,0,0,success,1
2025-04-06 05:57:05.350224,571.86,37.38,15.3,2,105.39,0,0,0,37,0,10,3,3,0,failure,1
2025-03-31 17:10:05.350241,96.22,21.79,4.42,4,66.25,0,0,0,10,1,2,3,3,0,success,1
2025-04-01 01:33:05.350256,355.02,147.71,2.4,2,40.6,1,0,1,14,4,5,2,2,0,success,1
2025-04-01 01:26:05.350270,205.84,475.3,0.43,0,10.43,0,0,0,25,5,8,0,0,0,failure,0
2025-04-04 21:20:05.350284,131.08,359.28,0.36,0,53.86,0,1,0,36,8,0,0,0,0,success,0
2025-04-05 19:30:05.350298,513.64,74.91,6.86,1,97.72,0,0,0,13,0,4,0,0,0,failure,1
2025-04-04 11:14:05.350312,50.86,366.09,0.14,4,56.0,0,0,0,35,17,4,2,2,0,success,1
2025-04-04 19:44:05.350327,273.46,338.29,0.81,3,7.57,0,0,0,24,4,4,3,3,0,success,1
2025-04-05 09:53:05.350350,505.94,104.39,4.85,2,35.42,0,0,0,42,4,8,2,2,1,success,1
2025-04-05 12:01:05.350370,392.1,28.63,13.7,0,64.59,0,0,0,40,2,10,2,2,0,success,1
2025-04-02 03:27:05.350387,550.02,74.62,7.37,4,94.52,0,0,0,8,0,4,0,0,0,failure,1
2025-04-04 23:10:05.350404,245.44,39.0,6.29,0,28.8,1,0,3,46,8,3,2,2,0,failure,1
2025-04-06 01:10:05.350423,276.93,57.4,4.82,0,3.87,0,0,0,31,3,7,1,1,0,failure,1
2025-03-31 13:14:05.350437,325.87,371.31,0.88,4,97.72,0,0,0,2,0,10,3,3,0,failure,1
2025-04-06 02:41:05.350452,40.33,355.52,0.11,4,42.86,1,0,1,7,2,4,1,1,0,failure,1
2025-04-05 10:06:05.350468,128.36,75.18,1.71,3,71.43,0,0,0,16,1,1,1,1,0,success,1
2025-04-03 07:40:05.350483,520.47,230.52,2.26,4,38.79,0,0,0,23,7,6,1,1,0,failure,1
2025-03-30 23:39:05.350509,266.34,411.12,0.65,1,66.76,0,0,0,44,11,9,0,0,0,success,1
2025-04-05 23:37:05.350527,344.91,182.54,1.89,3,47.1,0,1,0,48,4,10,0,0,0,success,1
2025-04-01 22:32:05.350545,403.03,386.98,1.04,4,80.48,0,0,0,28,14,0,3,3,0,success,1
2025-03-31 14:46:05.350565,384.92,487.09,0.79,0,53.74,0,1,0,27,6,6,2,2,0,failure,1
2025-03-30 15:51:05.350582,79.87,234.16,0.34,0,61.06,0,0,0,39,9,8,1,1,0,success,1
2025-03-31 13:24:05.350600,361.56,235.85,1.53,2,20.18,0,0,0,25,11,6,1,1,0,failure,1
2025-03-31 01:54:05.350617,526.06,160.29,3.28,3,40.61,0,0,0,24,6,2,1,1,0,failure,1
2025-04-04 22:21:05.350635,347.75,255.54,1.36,2,60.93,0,0,0,6,2,2,2,2,0,success,1
2025-04-02 14:49:05.350652,189.61,103.86,1.83,2,10.62,0,0,0,24,0,9,1,1,0,failure,1
2025-03-31 02:35:05.350669,321.65,66.49,4.84,0,100.33,0,0,0,46,13,1,2,2,0,success,1
2025-04-01 01:05:05.350686,65.17,237.83,0.27,3,74.44,0,0,0,25,11,5,2,2,0,success,1
2025-04-06 05:11:05.350703,436.81,130.42,3.35,0,86.05,0,0,0,47,11,3,0,0,0,success,1
2025-03-30 19:20:05.350719,455.17,213.5,2.13,3,66.29,0,0,0,43,9,2,3,3,0,failure,1
2025-04-01 17:03:05.350740,557.3,474.94,1.17,2,31.12,0,0,0,16,6,2,0,0,0,success,0
2025-03-31 08:06:05.350759,193.44,463.17,0.42,1,99.81,0,0,0,26,3,9,0,0,0,failure,0
2025-04-01 12:00:05.350776,48.94,38.73,1.26,4,90.64,0,0,0,0,0,0,1,1,0,success,1
2025-04-06 09:40:05.350793,375.34,471.2,0.8,2,35.84,0,0,0,6,3,2,1,1,0,failure,1
2025-04-05 18:33:05.350812,392.6,127.19,3.09,0,7.89,0,0,0,32,15,2,2,2,0,success,1
2025-04-03 07:08:05.350829,571.5,60.6,9.43,0,51.31,0,0,0,3,1,10,2,2,0,failure,1
2025-04-01 11:20:05.350845,534.95,332.63,1.61,2,13.68,0,0,0,35,11,2,1,1,0,success,1
2025-03-31 09:18:05.350863,414.73,47.56,8.72,0,113.37,1,0,1,5,0,10,2,2,0,failure,1
2025-04-02 19:30:05.350881,554.02,189.6,2.92,2,85.95,1,0,2,47,4,1,1,1,0,success,1
2025-03-30 23:24:05.350900,209.58,276.77,0.76,4,48.13,0,0,0,47,3,8,3,3,0,failure,1
2025-03-31 04:27:05.350923,93.35,355.27,0.26,1,106.51,0,0,0,21,9,10,3,3,0,failure,1
2025-04-02 20:53:05.351042,427.75,265.49,1.61,1,82.44,0,0,0,0,0,1,0,0,0,failure,0
2025-04-04 19:42:05.351061,390.2,55.67,7.01,3,34.19,0,0,0,3,0,1,1,1,0,success,1
2025-04-06 11:30:05.351078,427.12,186.36,2.29,3,105.0,0,0,0,26,3,7,2,2,0,failure,1
2025-03-30 19:38:05.351094,447.59,306.02,1.46,2,19.08,0,0,0,7,1,0,1,1,0,failure,1
2025-04-06 02:49:05.351110,193.2,457.94,0.42,3,8.54,0,0,0,19,5,8,2,2,0,failure,1
2025-04-03 09:49:05.351129,464.33,453.3,1.02,3,32.45,0,0,0,16,2,3,3,3,0,success,1
2025-03-31 09:41:05.351146,519.1,322.37,1.61,0,28.53,0,0,0,15,6,0,3,3,0,failure,1
2025-04-04 22:29:05.351164,76.5,359.66,0.21,2,66.3,0,0,0,47,0,4,1,1,0,failure,1
2025-04-05 19:43:05.351182,546.48,360.89,1.51,0,69.64,0,0,0,42,16,9,1,1,0,failure,1
2025-04-03 20:11:05.351199,470.85,475.3,0.99,2,115.15,0,0,0,13,2,6,0,0,1,failure,0
2025-03-30 14:06:05.351217,277.66,355.85,0.78,1,63.49,0,0,0,39,18,4,3,3,0,success,1
2025-03-31 20:45:05.351234,143.19,134.95,1.06,0,84.09,1,0,0,0,0,1,0,0,1,failure,0
2025-04-04 06:59:05.351252,539.49,273.86,1.97,0,114.53,0,1,0,39,14,9,0,0,0,failure,1
2025-04-04 01:23:05.351270,157.26,388.57,0.4,1,88.75,1,0,0,15,1,8,3,3,1,failure,1
2025-04-04 01:53:05.351288,123.81,346.33,0.36,4,23.79,0,0,0,39,14,9,0,0,0,success,1
2025-04-02 14:48:05.351305,407.39,460.21,0.89,1,10.44,0,0,0,21,7,8,1,1,0,success,1
2025-04-06 04:20:05.351321,233.84,447.58,0.52,2,11.68,0,0,0,42,8,9,3,3,0,success,1
2025-04-05 06:39:05.351345,388.41,383.59,1.01,0,13.48,0,0,0,35,7,9,3,3,0,failure,1
2025-04-05 21:49:05.351363,323.77,198.1,1.63,2,16.3,1,0,2,44,6,5,2,2,0,success,1
2025-04-05 02:45:05.351380,291.85,444.39,0.66,4,9.59,0,0,0,38,9,5,2,2,0,failure,1
2025-04-04 05:39:05.351396,546.85,22.32,24.5,1,85.6,1,1,2,14,7,8,0,0,0,failure,1
2025-04-06 06:48:05.351415,441.92,413.74,1.07,1,71.18,0,0,0,39,1,6,3,3,0,failure,1
2025-03-31 13:41:05.351432,50.23,395.52,0.13,3,118.91,0,0,0,12,3,7,3,3,0,success,1
2025-03-31 16:24:05.351451,102.54,297.65,0.34,0,21.3,0,0,0,18,4,3,0,0,0,success,0
2025-04-03 02:03:05.351469,572.01,104.61,5.47,4,100.84,0,0,0,21,2,1,2,2,0,failure,1
2025-04-06 02:15:05.351486,304.16,393.22,0.77,3,92.37,0,0,0,44,13,3,1,1,0,success,1
2025-04-03 22:47:05.351512,214.42,46.24,4.64,3,88.99,0,0,0,23,10,9,3,3,0,failure,1
2025-03-31 19:59:05.351530,117.18,212.8,0.55,3,82.48,0,0,0,50,16,2,1,1,0,success,1
2025-03-30 23:43:05.351548,589.5,455.05,1.3,3,79.76,0,1,0,46,9,2,3,3,0,success,1
2025-04-03 11:50:05.351565,390.31,196.65,1.98,3,18.01,0,0,0,5,1,3,3,3,0,success,1
2025-03-31 13:11:05.351582,226.8,466.95,0.49,2,72.45,0,0,0,49,21,7,3,3,0,success,1
2025-04-02 06:35:05.351610,218.13,392.58,0.56,3,14.61,0,0,0,13,5,1,1,1,0,failure,1
2025-03-30 22:21:05.351628,330.87,363.23,0.91,1,61.68,0,1,0,14,5,6,0,0,0,success,0
2025-04-04 08:56:05.351645,126.44,446.35,0.28,1,25.8,0,0,0,41,19,3,1,1,0,success,1
2025-04-01 10:22:05.351661,432.01,215.79,2.0,2,97.62,1,0,4,39,9,2,1,1,0,success,1
2025-04-02 21:09:05.351676,251.39,105.14,2.39,0,64.05,0,0,0,28,8,4,3,3,0,success,1
2025-04-01 21:26:05.351692,503.45,342.48,1.47,2,51.85,0,0,0,18,0,6,1,1,0,success,1
2025-04-04 20:41:05.351709,83.36,486.85,0.17,2,46.04,0,0,0,28,5,2,3,3,0,failure,1
2025-04-06 03:46:05.351725,463.58,161.78,2.87,0,22.1,1,0,2,26,4,3,3,3,0,success,1
2025-04-06 06:42:05.351742,336.5,389.13,0.86,3,50.27,0,0,0,42,15,6,0,0,0,failure,1
2025-04-01 08:23:05.351759,158.08,316.61,0.5,2,47.38,0,0,0,37,17,0,1,1,0,failure,1
2025-04-03 08:56:05.351777,185.01,442.91,0.42,1,87.7,0,0,0,19,2,9,1,1,0,success,1
2025-04-02 17:44:05.351795,163.69,39.52,4.14,1,40.12,1,0,0,30,7,8,0,0,0,failure,1
2025-04-05 10:18:05.351814,381.8,20.43,18.69,3,46.4,0,0,0,49,10,4,3,3,0,failure,1
2025-04-05 20:28:05.351832,500.84,162.88,3.07,1,75.85,0,0,0,32,4,5,1,1,0,failure,1
2025-04-05 12:30:05.351855,239.97,446.14,0.54,4,77.17,0,0,0,27,1,5,2,2,0,success,1
2025-03-31 18:34:05.351873,311.94,150.84,2.07,2,95.42,0,0,0,12,6,9,3,3,0,success,1
2025-04-03 01:10:05.351890,22.44,322.1,0.07,3,37.18,0,0,0,31,5,2,3,3,0,failure,1
2025-04-01 12:57:05.351907,417.52,390.25,1.07,3,41.31,0,0,0,49,19,5,3,3,0,failure,1
2025-04-03 08:38:05.351939,165.93,100.17,1.66,2,57.99,0,0,0,39,11,4,1,1,0,failure,1
2025-04-01 03:59:05.351958,232.04,303.39,0.76,4,90.02,0,0,0,14,3,3,2,2,0,failure,1
2025-04-04 23:19:05.351975,596.15,81.96,7.27,0,20.36,0,0,0,44,19,10,1,1,0,success,1
2025-04-04 05:14:05.351993,377.27,42.84,8.81,0,47.05,0,0,0,26,4,3,2,2,0,failure,1
2025-04-05 18:43:05.352009,198.23,375.21,0.53,3,10.78,1,0,4,10,0,2,1,1,0,success,1
2025-04-02 21:31:05.352030,90.85,148.92,0.61,1,92.51,0,0,0,45,2,10,3,3,0,success,1
2025-04-05 14:13:05.352047,327.28,188.45,1.74,0,45.6,0,1,0,42,21,1,1,1,0,success,1
2025-04-02 15:09:05.352063,159.0,426.71,0.37,4,29.15,0,0,0,6,3,5,1,1,1,success,1
2025-04-05 19:02:05.352078,555.79,135.91,4.09,2,87.48,1,0,0,3,0,2,0,0,0,success,1
2025-04-05 13:44:05.352097,507.02,70.95,7.15,0,94.23,0,0,0,43,5,8,3,3,0,failure,1
2025-04-04 12:20:05.352116,463.53,470.62,0.98,2,78.61,1,0,0,9,0,10,2,2,0,failure,1
2025-04-03 09:39:05.352136,39.14,77.18,0.51,3,71.24,0,0,0,23,11,5,3,3,0,success,1
2025-04-04 13:15:05.352153,341.55,311.88,1.1,0,96.63,0,1,0,49,11,6,0,0,0,success,1
2025-03-31 05:01:05.352171,298.26,232.9,1.28,4,100.37,0,0,0,35,16,5,3,3,0,failure,1
2025-04-01 03:17:05.352194,568.49,381.35,1.49,3,43.64,0,0,0,9,4,10,2,2,0,success,1
2025-04-02 17:33:05.352211,244.11,78.1,3.13,0,104.28,0,0,0,14,2,9,3,3,0,success,1
2025-04-01 12:28:05.352229,537.19,475.46,1.13,3,50.63,0,1,0,6,3,0,2,2,0,success,1
2025-04-01 00:49:05.352247,524.36,251.09,2.09,1,93.32,0,0,0,36,7,10,2,2,0,success,1
2025-04-06 06:35:05.352264,308.97,236.7,1.31,0,23.45,0,0,0,17,3,1,1,1,0,failure,1
2025-04-02 23:20:05.352285,291.22,91.06,3.2,2,87.93,0,0,0,29,1,10,0,0,0,success,1
2025-04-04 11:02:05.352303,417.37,392.26,1.06,1,88.87,1,0,0,32,12,2,2,2,0,success,1
2025-04-05 10:44:05.352322,531.88,333.08,1.6,1,38.83,0,0,0,42,0,10,1,1,0,success,1
2025-04-05 18:56:05.352342,71.39,278.56,0.26,4,70.37,0,0,0,22,5,5,3,3,0,success,1
2025-04-06 04:54:05.352360,408.85,179.42,2.28,2,113.82,1,0,2,1,0,4,0,0,0,success,1
2025-03-31 07:48:05.352381,547.33,328.75,1.66,0,105.2,0,0,0,33,14,2,2,2,0,failure,1
2025-03-31 19:56:05.352404,339.65,180.19,1.88,1,26.97,0,0,0,46,13,9,2,2,0,failure,1
2025-04-03 07:08:05.352424,581.03,125.54,4.63,2,87.5,0,0,0,22,8,1,2,2,0,success,1
2025-04-01 20:06:05.352441,562.47,70.71,7.95,0,88.82,0,0,0,44,4,3,0,0,0,success,1
2025-04-01 04:42:05.352459,302.68,299.29,1.01,2,97.5,1,0,2,9,4,3,2,2,0,success,1
2025-04-06 05:21:05.352477,69.39,154.87,0.45,0,89.55,0,0,0,38,14,4,1,1,0,failure,1
2025-04-03 06:35:05.352509,109.57,227.28,0.48,3,116.16,0,0,0,31,3,7,0,0,0,failure,1
2025-04-03 09:00:05.352527,485.18,31.41,15.45,3,11.4,0,0,0,48,0,4,2,2,0,success,1
2025-04-04 09:23:05.352545,129.62,190.13,0.68,2,112.84,0,0,0,15,2,8,3,3,0,failure,1
2025-04-02 18:06:05.352564,413.19,46.16,8.95,4,92.24,1,0,0,48,15,9,3,3,1,success,1
2025-03-31 10:24:05.352583,496.51,269.78,1.84,3,49.93,0,0,0,9,2,5,3,3,0,failure,1
2025-03-31 11:45:05.352600,598.06,310.45,1.93,4,28.23,0,0,0,11,3,9,0,0,0,failure,1
2025-04-06 11:19:05.352620,126.2,44.17,2.86,0,84.26,0,0,0,18,5,2,2,2,0,success,1
2025-04-03 15:18:05.352637,327.58,358.67,0.91,0,114.13,0,0,0,30,3,10,1,1,0,failure,1
2025-04-04 16:22:05.352655,452.17,265.77,1.7,2,39.53,1,0,3,32,7,8,1,1,0,failure,1
2025-04-05 09:18:05.352673,122.68,56.81,2.16,4,58.1,0,0,0,37,13,2,0,0,0,success,1
2025-03-30 14:30:05.352691,435.86,398.98,1.09,4,41.16,0,1,0,9,2,7,1,1,0,success,1
2025-04-05 11:53:05.352709,487.71,398.66,1.22,2,51.24,0,1,0,44,21,0,1,1,0,failure,1
2025-03-30 18:41:05.352729,368.63,387.09,0.95,4,85.3,0,0,0,1,0,9,3,3,0,failure,1
2025-03-30 19:27:05.352745,550.33,469.63,1.17,1,96.54,0,0,0,21,2,7,3,3,0,failure,1
2025-04-04 16:56:05.352764,324.28,301.12,1.08,4,104.37,0,1,0,49,22,6,2,2,0,success,1
2025-04-04 21:57:05.352783,287.78,405.33,0.71,3,80.14,0,0,0,10,3,8,0,0,0,success,1
2025-04-05 00:38:05.352803,498.39,398.03,1.25,0,41.93,0,0,0,26,2,10,2,2,0,success,1
2025-04-02 07:46:05.352816,60.15,265.33,0.23,2,97.77,1,0,4,10,4,10,2,2,0,success,1
2025-04-02 03:52:05.352830,286.49,370.85,0.77,0,47.51,0,0,0,5,0,5,0,0,0,failure,0
2025-03-30 19:30:05.352843,515.4,123.79,4.16,2,59.8,1,0,4,7,0,6,1,1,0,failure,1
2025-04-02 15:56:05.352856,412.41,452.74,0.91,0,52.21,0,0,0,10,4,0,0,0,0,success,0
2025-04-06 08:50:05.352868,80.2,468.34,0.17,3,116.76,0,0,0,39,4,8,2,2,1,success,1
2025-04-04 11:14:05.352893,499.33,247.29,2.02,3,85.12,1,0,4,34,5,5,1,1,0,failure,1
2025-03-30 18:20:05.352911,215.16,287.09,0.75,0,35.12,0,0,0,7,2,5,1,1,0,failure,1
2025-03-31 05:31:05.352941,226.17,215.88,1.05,0,93.22,0,0,0,28,2,10,1,1,0,failure,1
2025-04-01 11:15:05.352970,392.46,485.49,0.81,2,1.06,0,0,0,29,7,3,0,0,0,success,0
2025-04-02 19:53:05.352986,144.06,383.85,0.38,1,108.24,0,0,0,48,21,3,3,3,0,success,1
2025-04-01 16:03:05.353000,511.64,221.54,2.31,3,21.61,0,0,0,7,2,2,3,3,0,success,1
2025-04-02 13:41:05.353013,427.48,340.81,1.25,2,65.26,0,0,0,37,18,5,1,1,0,success,1
2025-04-05 04:29:05.353027,443.13,487.68,0.91,4,12.11,0,0,0,40,3,7,0,0,0,success,1
2025-03-30 23:57:05.353041,216.12,479.65,0.45,0,42.66,0,0,0,26,0,8,1,1,0,success,1
2025-04-03 06:01:05.353057,426.19,90.9,4.69,2,94.07,0,0,0,45,9,3,0,0,0,failure,1
2025-04-02 18:25:05.353076,176.7,424.43,0.42,1,44.2,0,0,0,6,1,8,0,0,0,success,0
2025-04-04 19:16:05.353090,510.12,104.15,4.9,4,76.34,0,1,0,16,1,6,3,3,0,success,1
2025-04-06 08:18:05.353105,227.38,335.31,0.68,4,101.89,0,0,0,49,20,6,0,0,0,failure,1
2025-04-02 09:14:05.353122,261.02,32.08,8.14,3,87.6,0,0,0,37,12,3,0,0,0,success,1
